sentence,true_label,predicted
Tom is in the park.,eng,spa
He has to get up immediately.,eng,spa
I didn't think Tom was interested in doing that.,eng,spa
Your son is an angel.,eng,spa
"If Tom goes, I'll go with him.",eng,spa
I'm genuinely concerned with Tom's health.,eng,spa
La piña ha sido cultivada por los indígenas.,spa,spa
You can hear the news on the radio at nine o'clock.,eng,spa
Could you please take a picture?,eng,eng
I still think about her.,eng,spa
A veces los críticos no saben lo que critican.,spa,spa
I couldn't come because of the rain.,eng,spa
Ella apiló las bandejas en el armario.,spa,spa
I need to tell Tom what to do.,eng,spa
I thought it was funny.,eng,spa
"I want to know whether Tom and Mary need to do that, too.",eng,spa
Lo único que quiero hacer es ir a pescar.,spa,spa
No quiero vivir por siempre.,spa,spa
We have to make sure we do that.,eng,spa
Go down into the cellar and get us a couple of bottles of wine.,eng,spa
"Si haces eso con él, te vas a arrepentir.",spa,spa
Tom dried his eyes.,eng,spa
I think Tom wants to go to Boston with you.,eng,spa
¿Quieres emborracharte?,spa,eng
Supongo que la amas.,spa,spa
Tom removed his tie and unbuttoned his collar.,eng,spa
¿Te parece divertido?,spa,eng
La suya es una respetable familia con una larga historia detrás.,spa,spa
Tom no quiere verte nunca más.,spa,spa
¿Estás seguro de que ella puede hacerlo?,spa,eng
La casa de Tom se quemó.,spa,spa
Mary started screaming at the top of her lungs.,eng,spa
"Tom couldn't find anything better to do, so he decided to just go ahead and finish his homework.",eng,spa
Tom said that Mary was likely to be fascinated by that.,eng,spa
Lo que dijo me ha sorprendido.,spa,spa
They formed a new political party.,eng,spa
Tom no tiene mucho tiempo libre.,spa,spa
I want to relieve his anger.,eng,spa
Me gusta el vino.,spa,spa
She's doing her homework now.,eng,spa
Él está justo detrás de ti.,spa,spa
I asked Tom and Mary what they thought was going to happen.,eng,spa
Tom también habla francés.,spa,spa
I'll sell the jewelry to customers.,eng,spa
Tom abrió el libro.,spa,spa
Sami started harassing Layla.,eng,spa
Sami messaged Layla when he got home.,eng,spa
No podemos hacerlo.,spa,spa
"Por favor, tráeme otra taza de café.",spa,spa
¿Están ustedes listos?,spa,eng
Keep off the flies.,eng,spa
Tengo que imprimir 100 páginas.,spa,spa
Tom can't do it all by himself.,eng,spa
Tom respeta a sus mayores.,spa,spa
La calle está pavimentada.,spa,spa
I was naughty.,eng,spa
Qué bien juegan.,spa,spa
Writing in Roman letters is bad for the brain (health) of Japanese learners.,eng,spa
I wish I had a girlfriend like Mary.,eng,spa
¿La próxima semana estarás disponible para una cita?,spa,eng
Aren't you ever going to leave?,eng,eng
Mis padres están en Australia.,spa,spa
The woodland was parceled into farms.,eng,spa
Me miró sorprendido.,spa,spa
Los niños a menudo intentan imitar a sus mayores.,spa,spa
"If God had consulted me before embarking on the creation of the planets, I would have suggested a simpler system.",eng,spa
He makes fun of everybody.,eng,spa
Tom said Mary regretted what she did.,eng,spa
She has no deep convictions.,eng,spa
Tom escuchó a Mary.,spa,spa
Esta es tu oportunidad.,spa,spa
Where's Tom's stuff?,eng,eng
Japón limita al este con el Pacífico.,spa,spa
Are you an Uighur?,eng,eng
Tu hermana disfruta el ver luchas de sumo en la TV.,spa,spa
He named his dog Popeye.,eng,spa
Tom and Mary said that they would do what we asked.,eng,spa
Tuvo pesadillas.,spa,spa
Do you remember what happened to Tom?,eng,eng
You could've told the truth.,eng,spa
Should I tell Tom that we won't do that?,eng,eng
Even a small sound from the TV interferes with my concentration.,eng,spa
Puedes quedarte.,spa,spa
Recently I'm ending up feeling like every single thing is a chore.,eng,spa
El sábado es el día en el que él está libre.,spa,spa
Where can I buy a map?,eng,spa
Mary drove past Tom's house on her way home from work.,eng,spa
All of my children go to school in Australia.,eng,spa
I demand satisfaction.,eng,spa
She felt regret for having been rude to him.,eng,spa
"El libro no tiene título, aún.",spa,spa
La cara de esa muchacha es increíblemente fea.,spa,spa
En el bar pregunté a un parroquiano dónde está el ayuntamiento.,spa,spa
Tomorrow would be a good time to do that.,eng,spa
"En esta imagen hay cuatro personas: mi padre, mi madre, mi hermano y mi hermana.",spa,spa
No soy celosa.,spa,spa
En este momento él y sus hermanas viven en Tokio.,spa,spa
El huevo es uno de los alimentos que contienen más proteínas.,spa,spa
"Ella votó por el señor Nishioka, en contra de la consigna del partido.",spa,spa
How did you become blind?,eng,spa
Tom and I are no longer married to each other.,eng,spa
Odia viajar en avión.,spa,spa
¿A qué hora dijo que iba a venir?,spa,eng
No es fácil de acertar.,spa,spa
"What will you do with the body, my lord?",eng,spa
"El código moral del fin del milenio no condena la injusticia, sino el fracaso.",spa,spa
Las fiestas juninas ya comenzaron.,spa,spa
He is talking of going to Spain this winter.,eng,spa
Have you seen Tom's passport?,eng,eng
Creo que usted sabe que eso no es una buena idea.,spa,spa
Véndelo.,spa,spa
Tom and Mary promised John they'd eat everything on their plates.,eng,spa
La carne todavía no está.,spa,spa
Tom realized that there was a good chance he might die.,eng,spa
Debemos hacer el cambio.,spa,spa
"Sami worked very hard to provide a better life for his daugther, Layla.",eng,spa
"A trial is a formal inquiry designed to prove and put upon record the blameless characters of judges, advocates and jurors.",eng,spa
Por favor tómese algo.,spa,spa
Soy Yatarou.,spa,spa
Where did Tom hide my passport?,eng,eng
Él se golpeó en su rodilla.,spa,spa
He published two books in Finnish.,eng,spa
"Por favor, envíame la forma de la aplicación por fax.",spa,spa
Ella fue educada por su tía.,spa,spa
I thought that you said that you were willing to help us find Tom.,eng,spa
María tiene cuatro hermanos.,spa,spa
Tom walks quickly.,eng,spa
Me gusta tocar el piano.,spa,spa
Mary admitted she didn't do what we had asked her to do.,eng,spa
Él no estaba en la reunión.,spa,spa
I think that something bad might happen.,eng,spa
Alguien nos traicionó.,spa,spa
"Quiero ser un doctor, un enfermero o un profesor.",spa,spa
I hope you will be quite well again before long.,eng,spa
I really need your help.,eng,spa
Tom lives with his family in Boston.,eng,spa
I waited for him till ten.,eng,spa
¿Por qué estás en este barco?,spa,eng
Me desperté de una pesadilla.,spa,spa
"You forgot to tell Tom where to meet us, didn't you?",eng,eng
Sami wasn't rich back then.,eng,spa
"Tom quería ayudar a Mary a rastrillar las hojas, pero ella estaba usando el único rastrillo.",spa,spa
"You know what to expect, don't you?",eng,eng
I'm sure Tom and Mary know what they're doing.,eng,spa
They thanked God.,eng,spa
The last chapter of this book.,eng,spa
Tom said Mary was planning to eat lunch at Chuck's Diner.,eng,spa
Algunas cookies quedan almacenadas en el disco rígido del usuario por tiempo indefinido.,spa,spa
Fadil was sentenced to death for the killing of a young girl.,eng,spa
Tom doesn't have to work on Sundays.,eng,spa
Olvidé mi paraguas en el taxi.,spa,spa
I'm Tom's wife.,eng,spa
Casi estás en lo cierto.,spa,spa
Tom fed his hostage junk food.,eng,spa
She promised not to tell anyone.,eng,spa
Three bears lived in that little house.,eng,spa
¡No estoy gorda!,spa,spa
¿Ya me puedo ir a casa?,spa,eng
El microondas estropea la comida.,spa,spa
Tom was killed with a poisoned arrow.,eng,spa
"You can read where you were, but you can't write where you'll be.",eng,spa
"La pieza fue bien dramatizada, pero la historia dejó que desear.",spa,spa
I thought Tom would be hungry.,eng,spa
He came just after you left.,eng,spa
I'm afraid to kiss Tom.,eng,spa
Él pensó: puede que sea un engaño.,spa,spa
¡No saltéis!,spa,spa
Tom is excited to get started.,eng,spa
Discussions were held debating the merits of appointing a provisional government to serve until formal elections could take place.,eng,spa
I have accustomed myself to work long hours.,eng,spa
Tom estuvo en Boston sólo una vez.,spa,spa
They call him Tom.,eng,spa
I'll go alone.,eng,spa
There are children here.,eng,spa
Yo no quería morir.,spa,spa
I think Tom won't be worried.,eng,spa
Sami made a curious choice.,eng,spa
Hay que podar los árboles cada invierno.,spa,spa
La universidad disciplinó a Mark Zuckerberg para hackear su base de datos.,spa,spa
La guerra es una manera brutal y dolorosa de intentar resolver las cosas.,spa,spa
Ella puede conocer los hechos.,spa,spa
Yo creía que las ballenas eran peces.,spa,spa
Entonces puedes también tú esperar hasta el jueves.,spa,spa
¿Quisiera que la traiga una taza de café?,spa,eng
He suffered from health problems.,eng,spa
The car veered out of control and ploughed into a group of people at a bus stop.,eng,spa
¿Vas apresurado?,spa,eng
Mi hermana me ha hecho una bonita muñeca.,spa,spa
I don't think that we'll need to stay here much longer.,eng,spa
Ella viste el mismo tipo de ropa que viste su hermana.,spa,spa
¡Ya era hora de que te bañaras!,spa,spa
We have an appointment.,eng,spa
They began arguing over money.,eng,spa
Tom and Mary do that because they want to.,eng,spa
La masa de los planetas se calcula según la ley de la atracción universal.,spa,spa
Ellos se divertían.,spa,spa
I intend to study abroad next year.,eng,spa
Vas a atender el teléfono y hacer todo lo que te mande.,spa,spa
Esos detalles llevan el sello de la verdad.,spa,spa
I'm glad to hear that Tom didn't do that.,eng,spa
Mi primo es un adicto.,spa,spa
He mostly kept to himself.,eng,spa
¿Quién te creés que sos?,spa,eng
Planché el pañuelo.,spa,spa
We have two deliveries every day.,eng,spa
When would you like to have your coffee?,eng,eng
Me resultó difícil ponerlo en práctica.,spa,spa
Mary hid behind her large sunglasses.,eng,spa
Después de una noche de trabajo es el descanso más que bienvenido.,spa,spa
Tom and Mary are tired of people telling them what to do.,eng,spa
A white dove is on the roof.,eng,spa
¿Cómo se llega a la estación más cercana?,spa,eng
No puedes quedarte aquí todo el día.,spa,spa
Tom put his fork down.,eng,spa
¡Estoy hasta los cojones de esa pequeña idiota!,spa,spa
¿Podría decirme cómo se llega a la estación más cercana?,spa,eng
We'll be home tomorrow night.,eng,spa
Él sufría de dolor de estómago.,spa,spa
Me dijo que tengo una sonrisa bonita.,spa,spa
¿Cuánto tiempo duerme un oso?,spa,eng
¡Que así sea!,spa,spa
Tom works hard at his job.,eng,spa
"Si yo tuviera alas, volaría hasta ti.",spa,spa
Él discutía con su hijo respecto al problema.,spa,spa
"It's incredible, isn't it?",eng,eng
I'm not really planning on doing that.,eng,spa
La cambiante política económica japonesa está sujeta a una escasez de mano de obra.,spa,spa
Sami listens to Christian music.,eng,spa
The Japanese tend to identify themselves with the group they belong to.,eng,spa
Estoy muy feliz al oír acerca de tu compromiso.,spa,spa
¿Puedes creerme?,spa,eng
She sometimes takes a walk in the park.,eng,spa
"Dos libélulas se aparean sobre tu cabeza. ""No las sentí aterrizar ¿Todavía están en mi cabello?"" -No, volvieron a huir. -¡Oh, ahora las veo, qué hermosas son!",spa,spa
Ella y yo hemos estado casadas durante 30 años.,spa,spa
Tom said that he thought that he might not be permitted to do that by himself.,eng,spa
"Las abejas confunden algunos tipos de ondas con señales de advertencia, y abandonan la colmena.",spa,spa
Si te encuentras un troll no ataques defiende.,spa,spa
"He seems quite happy, doesn't he?",eng,eng
¡Ya estoy aquí!,spa,spa
Juca calentó su almuerzo en el microondas.,spa,spa
What's gotten into you anyway?,eng,spa
My students are learning to drive.,eng,spa
"Es tu cumpleaños hoy, ¿verdad?",spa,spa
You followed.,eng,spa
Ellos esperaron en fila el bus.,spa,spa
Mañana vuelve nuestro profesor a Inglaterra.,spa,spa
Te comportas como un niño y me aburres con tus preguntas.,spa,spa
Es un libro español.,spa,spa
We meant it.,eng,spa
Tom quiere que yo planee la boda.,spa,spa
Tom se pasó toda la noche buscando en la Web fotos de gente famosa.,spa,spa
"Ahora que se han acabado las vacaciones, María se ha puesto a régimen.",spa,spa
El problema es que no tenemos mucho dinero.,spa,spa
"Somos solo hombres, no dioses.",spa,spa
Tom and I should be the ones who do that.,eng,spa
Dormirá en la cárcel.,spa,spa
Un kilo de ketchup equivale a dos kilos de tomates.,spa,spa
Please don't cry.,eng,spa
Los milagros realmente existen y creemos en ellos.,spa,spa
"Como me enteré más tarde, el hombre que apareció en mi puerta pidiendo ayuda estaba hablando quechua.",spa,spa
No sos estúpido.,spa,spa
Me encanta el chocolate.,spa,spa
"Como sea, al leer esta lista es imposible evitar asombrarse de que falte algo importante.",spa,spa
I'm afraid Tom is busy at the moment.,eng,spa
¿Alguna vez has comido un pastel de plátano?,spa,eng
¿Puedo unírmeles?,spa,eng
Tom promised he'd never hit me again.,eng,spa
I had intended to visit the temple last week.,eng,spa
"Si no podés encontrar ese artículo en la web, intentá buscarlo en esta enciclopedia.",spa,spa
I've already been swimming once today.,eng,spa
Tu pulso es regular.,spa,spa
Whoever doesn't know a foreign language doesn't know their own.,eng,spa
The boy ran home.,eng,spa
Mary will be very sorry she did that.,eng,spa
"En vez de ir yo mismo, he enviado un mensajero.",spa,spa
No me avergüenzo de que mi padre sea pobre.,spa,spa
Tom and Mary aren't what they seem.,eng,spa
Tenemos nieve en enero.,spa,spa
Tom drove to the hospital as fast as he could.,eng,spa
¿Sabes tocar el violín?,spa,eng
Tom was kicked out of the party.,eng,spa
Tom desenfundó su pistola.,spa,spa
No hay mal tiempo. Sólo hay mala ropa.,spa,spa
Tom is a wealthy Boston businessman.,eng,spa
Aren't you seeing anyone?,eng,eng
"Mary is resilient, isn't she?",eng,eng
Tom sometimes plays tennis with Mary.,eng,spa
"Tom acted happy, but deep inside he was sad.",eng,spa
La felicidad no solo viene de la riqueza.,spa,spa
I doubt if I'll get a chance to do that.,eng,spa
I don't want you even thinking about it.,eng,spa
